Index	Label	Frequency
9922	volcano	8
9923	sincerest	1
9924	condolences	3
9925	freaking	5
9926	pinpoint	4
9927	attaches	1
9928	compassion	1
9929	amaze	3
9930	nabbed	2
9931	year'	5
9932	thoughtfully	1
9933	moody	3
9934	lobes	2
9935	303	1
9936	insinuating	3
9937	dangerously	4
9938	juncture	2
9939	exits	2
9940	typed	1
9941	faded	3
9942	practical	5
9943	whoopee	1
9944	cushion	1
9945	disclose	4
9946	informant	1
9947	ox	2
9948	fetch	1
9949	doubting	2
9950	scales	2
9951	1947	1
9952	keen	1
9953	tear-gas	1
9954	prided	2
9955	impolite	10
9956	owing	2
9957	signatures	3
9958	shyly	2
9959	frescoes	1
9960	cathedral	3
9961	wagon	3
9962	interim	1
9963	reproached	1
9964	consultant	5
9965	competitors	5
9966	platypus	1
9967	amphibious	1
9968	gestures	1
9969	babysitter	10
9970	dinner'	4
9971	observation	2
9972	collaborators	1
9973	writers	3
9974	muscular	1
9975	escort	6
9976	moons	3
9977	servant	11
9978	seeded	1
9979	discarded	2
9980	legit	1
9981	gritted	2
9982	twelfth	1
9983	absolved	1
9984	contracts	3
9985	reincarnated	1
9986	daydreamer	2
9987	z'	1
9988	decimated	1
9989	unruly	1
9990	yaesu	1
9991	lavishness	1
9992	high-quality	1
9993	concealed	3
9994	kidney	5
9995	subscription	2
9996	dislikes	8
9997	theorists	1
9998	exploring	1
9999	racial	7
10000	compatible	6
10001	shines	1
10002	pharmacies	1
10003	dorm'	2
10004	sins	1
10005	vietnam	1
10006	underestimating	1
10007	pioneer	4
10008	1863	1
10009	bulgarian	1
10010	rash	8
10011	slacker	2
10012	marshmallows	4
10013	seeks	3
10014	irons	3
10015	daybreak	1
10016	translations	3
10017	collaboration	1
10018	intervention	3
10019	brandy	1
10020	disagreement	3
10021	friendships	1
10022	advocates	1
10023	revision	1
10024	criticizes	3
10025	forgets	4
10026	untied	2
10027	bang	3
10028	blade	3
10029	medication	10
10030	well-designed	2
10031	vision	8
10032	19	2
10033	surfboard	1
10034	hypocrite	3
10035	calming	1
10036	continuing	2
10037	barbarians	1
10038	obama	3
10039	aspiring	2
10040	democracies	1
10041	beginner'	2
10042	refuses	6
10043	priest'	1
10044	cassock	1
10045	cranberry	2
10046	watercolors	2
10047	feeder	1
10048	reputable	1
10049	buchanan'	1
10050	congress	9
10051	admonished	1
10052	cling	2
10053	unconstitutional	1
10054	mid-afternoon	2
10055	slump	3
10056	borrows	4
10057	decreased	2
10058	graffiti	2
10059	prudish	1
10060	confront	4
10061	screen	5
10062	excruciating	3
10063	forests	1
10064	adamant	1
10065	tricycle	1
10066	32	1
10067	fahrenheit	1
10068	execution	2
10069	eleventh	2
10070	thatch	1
10071	dreading	3
10072	autobiography	3
10073	nativity	1
10074	commemorate	1
10075	pungent	1
10076	chemical	7
10077	hesitated	12
10078	germs	3
10079	breeding	2
10080	incarcerated	1
10081	17	5
10082	occupation	2
10083	renovated	2
10084	railroads	3
10085	son-in-law	1
10086	mosquitoes	12
10087	quantities	3
10088	soda	4
10089	arthropods	1
10090	craters	1
10091	rio	1
10092	de	1
10093	janeiro	1
10094	soundly	3
10095	mistakenly	1
10096	entree	1
10097	mileage	1
10098	peer	2
10099	god'	2
10100	poking	2
10101	float	6
10102	pottery	2
10103	yawning	2
10104	zap	4
10105	microwave	5
10106	booby-trapped	1
10107	hudson	2
10108	reduction	2
10109	tax-free	2
10110	dudes	1
10111	sensed	6
10112	abomination	1
10113	secretaries	2
10114	insomnia	1
10115	maze	2
10116	desktop	2
10117	retrieved	1
10118	eyeliner	3
10119	performing	1
10120	ella	1
10121	fitzgerald	3
10122	potholes	2
10123	grapefruit	2
10124	origins	1
10125	concerning	4
10126	frames	1
10127	gussied	1
10128	scapegoat	5
10129	elbowed	2
10130	hard-boiled	2
10131	georges'	1
10132	abstain	3
10133	binge	1
10134	weeded	2
10135	amend	1
10136	grinning	4
10137	exuded	1
10138	conviction	3
10139	ideal	6
10140	understaffed	1
10141	background	5
10142	blondes	5
10143	gullible	6
10144	newly	2
10145	plane'	4
10146	offense	5
10147	bewildered	2
10148	depression	3
10149	salesman	9
10150	rioters	1
10151	seasoned	1
10152	hurtling	1
10153	default	1
10154	sharing	2
10155	frostbite	1
10156	pledged	2
10157	gluten-free	2
10158	unsettled	2
10159	glowing	1
10160	combed	3
10161	comet	2
10162	preacher	1
10163	preaches	1
10164	sermon	2
10165	uphill	2
10166	eyedrops	1
10167	flip	4
10168	generosity	2
10169	gdp	1
10170	pales	1
10171	comparison	7
10172	sneak	3
10173	bathe	5
10174	clasp	1
10175	stapler	4
10176	explore	2
10177	incidents	1
10178	honshu	3
10179	humiliate	2
10180	shed	5
10181	torn	8
10182	moaning	1
10183	bluff	1
10184	grudges	1
10185	matured	1
10186	phones	5
10187	record-breaking	1
10188	courier	1
10189	climates	2
10190	knuckle	3
10191	anything'	3
10192	phew	1
10193	experiencing	2
10194	heartburn	3
10195	kurosawa'	1
10196	cousin'	1
10197	waiters	3
10198	unfolded	4
10199	distraught	2
10200	unappealing	1
10201	seesaw	2
10202	goof	1
10203	1940	2
10204	ethiopia	4
10205	1935	4
10206	sedated	2
10207	affectionate	2
10208	bled	2
10209	nightfall	2
10210	airship	1
10211	staple	3
10212	boyfriends	2
10213	squeaky	3
10214	recharged	1
10215	tattoos	2
10216	staggered	2
10217	skateboard	2
10218	haste	5
10219	classmate	5
10220	well-known	7
10221	defects	1
10222	applications	5
10223	twirling	2
10224	wombats	2
10225	flickr	1
10226	hypnotized	6
10227	reversible	2
10228	roughly	3
10229	all'	2
10230	gills	2
10231	curve	2
10232	best-kept	1
10233	combination	8
10234	chanting	2
10235	digested	1
10236	warfare	1
10237	seeking	3
10238	syllables	1
10239	backward	4
10240	prisons	3
10241	master'	5
10242	fancied	1
10243	inner	4
10244	courtroom	1
10245	cleaner	4
10246	challenging	3
10247	wit	2
10248	wingspan	1
10249	eagle	4
10250	over-sleeping	1
10251	cycling	7
10252	stomachaches	1
10253	telephones	1
10254	inconvenient	2
10255	unbuttoned	8
10256	pizzas	1
10257	overcrowded	2
10258	cruise	3
10259	disagrees	6
10260	wayside	1
10261	lifespan	5
10262	ford	4
10263	internship	2
10264	net	5
10265	memorizing	1
10266	fiercely	1
10267	contaminated	2
10268	topping	2
10269	grasped	4
10270	exhale	5
10271	guarded	3
10272	brasilia	1
10273	purchased	4
10274	headstand	2
10275	quicker	6
10276	printed	4
10277	mixing	2
10278	bodybuilder	2
10279	banker	3
10280	bid	1
10281	celebrations	1
10282	culminated	1
10283	display	1
10284	cowardice	1
10285	primes	2
10286	brainwashing	1
10287	juicy	1
10288	caller	2
10289	flair	1
10290	ivory	2
10291	strolling	1
10292	fusion	1
10293	timed	2
10294	childlike	1
10295	ice-cold	2
10296	appearances	7
10297	colleague	5
10298	sniffed	4
10299	bookkeeper	2
10300	jewels	4
10301	gallows	1
10302	ten-year	3
10303	twists	1
10304	strong-willed	4
10305	piggyback	1
10306	vacations	7
10307	gladiators	1
10308	colosseum	1
10309	doubled	5
10310	correcting	4
10311	self-sufficient	2
10312	appetizing	3
10313	stiffened	1
10314	truer	2
10315	famished	1
10316	louis	2
10317	pasteur	1
10318	infectious	3
10319	marketplace	1
10320	persons	1
10321	skier	2
10322	varies	3
10323	wholeheartedly	4
10324	described	11
10325	doorman	3
10326	karma	1
10327	urn	2
10328	incentives	1
10329	wormy	1
10330	assist	4
10331	laced	1
10332	brain-teaser	1
10333	amplifier	1
10334	breakdown	5
10335	sweeter	3
10336	enters	4
10337	unqualified	1
10338	confiscated	4
10339	discs	1
10340	donkeys	2
10341	astrological	1
10342	purchases	1
10343	broadband	1
10344	design	5
10345	investigate	6
10346	revenues	2
10347	damages	4
10348	creations	2
10349	gift-wrap	1
10350	interior	2
10351	decoration	3
10352	bandage	6
10353	foresee	3
10354	lofty	1
10355	mini	1
10356	indians	4
10357	sessions	1
10358	session	3
10359	overdo	8
10360	prominent	2
10361	brats	1
10362	tanker	5
10363	machinery	2
10364	corporation	2
10365	neglecting	1
10366	gruel	1
10367	proposing	2
10368	emptied	5
10369	economists	1
10370	visible	2
10371	barrier	2
10372	structure	3
10373	organisms	1
10374	undo	1
10375	nutritious	5
10376	19th	4
10377	burglaries	1
10378	dragons	3
10379	hereditary	1
10380	devout	1
10381	catholics	1
10382	buyer	2
10383	veto	1
10384	depart	5
10385	stand-up	1
10386	atrocious	1
10387	grievances	1
10388	instrumental	1
10389	successes	3
10390	partners	11
10391	dodge	4
10392	trunks	1
10393	plague	2
10394	urgently	4
10395	crimes	11
10396	dejected	4
10397	variety	9
10398	titicaca	1
10399	asian-american	1
10400	orphanage	1
10401	one-fifth	1
10402	fluttering	1
10403	perused	2
10404	rowed	1
10405	evenings	4
10406	erase	4
10407	liquor	5
10408	murmur	1
10409	brook	2
10410	lulls	1
10411	powdered	1
10412	swearing	1
10413	sucker	3
10414	insulation	1
10415	mysterious	2
10416	tomb	2
10417	mayu	1
10418	spine	3
10419	conventional	2
10420	bathroom'	1
10421	designer	7
10422	x-ray	6
10423	borders	4
10424	combined	3
10425	cheetah	3
10426	stealth	1
10427	explosive	1
10428	acceleration	1
10429	unemotional	2
10430	acrobat	1
10431	melt	2
10432	illustrated	2
10433	photographs	5
10434	hinted	3
10435	cozy	3
10436	g	1
10437	opener	6
10438	grams	1
10439	trump	2
10440	studio	4
10441	changer	2
10442	underwater	6
10443	confined	2
10444	meaningless	3
10445	emerging	1
10446	kublai	1
10447	khan	2
10448	genghis	1
10449	ex-wife	1
10450	protesters	8
10451	bladder	2
10452	stabbing	1
10453	earth-like	1
10454	coeducational	1
10455	archeological	1
10456	clamped	1
10457	minority	1
10458	lefty	1
10459	willpower	1
10460	disconnected	2
10461	fumbled	1
10462	gloomy	4
10463	yells	3
10464	sequence	2
10465	cancelled	4
10466	ventured	3
10467	ketchup	5
10468	equation	2
10469	1933	1
10470	inbox	2
10471	groundbreaking	1
10472	posture	3
10473	cursing	2
10474	boyish	3
10475	stranded	1
10476	passion	7
10477	shutting	3
10478	off-limits	2
10479	well-dressed	1
10480	decorations	7
10481	eavesdrop	1
10482	inn	1
10483	58	1
10484	corrections	2
10485	librarian	3
10486	tumor	2
10487	students'	1
10488	unbuckled	2
10489	inherit	3
10490	moths	2
10491	comforting	3
10492	resolve	3
10493	nineteen	1
10494	invest	4
10495	renewable	1
10496	illustration	1
10497	sources	5
10498	gated	2
10499	outgoing	7
10500	tad	1
10501	spam	1
10502	amnesty	1
10503	organizes	1
10504	protests	4
10505	kin	1
10506	moderately	2
10507	fainting	1
10508	pour	11
10509	single-handedly	1
10510	unstoppable	2
10511	hits	3
10512	unmovable	1
10513	dyslexic	2
10514	unicycle	3
10515	wraps	3
10516	creamy	4
10517	mashed	4
10518	religions	2
10519	folks'	2
10520	learner	4
10521	outstanding	1
10522	relies	4
10523	hollered	1
10524	springs	2
10525	spiciest	2
10526	beasts	3
10527	evaluation	2
10528	examinations	3
10529	postponing	2
10530	winced	5
10531	better-looking	1
10532	alligator	2
10533	cited	1
10534	unesco'	1
10535	bookworm	1
10536	mothers	3
10537	shoveling	1
10538	gross	6
10539	downsizing	1
10540	dealership	3
10541	rob	2
10542	ointment	2
10543	incited	4
10544	constructive	4
10545	1636	2
10546	stated	5
10547	incentive	1
10548	dedication	4
10549	giants	4
10550	ushered	3
10551	interfered	4
10552	mohammed	1
10553	sweetheart	7
10554	mows	1
10555	amuse	2
10556	smattering	1
10557	anesthesiologist	1
10558	environmentalist	1
10559	shore	5
10560	outer	1
10561	rubbish	5
10562	jerks	2
10563	bared	2
10564	brimmed	1
10565	encouraging	3
10566	tipped	2
10567	spoons	5
10568	1941	2
10569	fellows	1
10570	proceeded	2
10571	rabbi	1
10572	server	8
10573	surpass	1
10574	edges	3
10575	officials	2
10576	cold-hearted	2
10577	gardener	5
10578	bearded	1
10579	setup	2
10580	ogled	1
10581	improvements	2
10582	barley	2
10583	tremors	1
10584	magnitude	3
10585	richter	1
10586	scale	3
10587	aftershock	1
10588	shipment	2
10589	bashed	2
10590	moments	4
10591	tribute	1
10592	symbol	11
10593	rebirth	1
10594	capture	3
10595	stump	1
10596	easter	5
10597	honeymooning	1
10598	fossil	1
10599	non-refundable	2
10600	daylights	1
10601	macho	1
10602	reviewing	3
10603	unify	1
10604	edible	3
10605	offenders	1
10606	define	8
10607	honk	2
10608	launch	4
10609	ambiguities	2
10610	aroused	1
10611	fend	3
10612	three-fourths	2
10613	images	1
10614	intervals	3
10615	reporters	4
10616	accordion	2
10617	reprint	1
10618	faking	1
10619	bruises	6
10620	visitor	3
10621	supermodel	1
10622	runny	2
10623	snooping	1
10624	sandals	2
10625	choked	7
10626	dna	6
10627	fourth	6
10628	cone	2
10629	accomplice	1
10630	adventures	5
10631	audition	3
10632	suggests	4
10633	discard	2
10634	mailed	3
10635	invitations	2
10636	all-you-can-eat	1
10637	almond	2
10638	tarts	1
10639	scrumptious	1
10640	dwells	1
10641	shark-proof	1
10642	glowed	1
10643	antelope	1
10644	insert	1
10645	correspondent	1
10646	assembled	2
10647	slap	1
10648	extend	5
10649	weakness	3
10650	indies	1
10651	seashore	2
10652	pamphlet	2
10653	sheer	2
10654	percentage	1
10655	profits	3
10656	catchphrase	1
10657	sloppily	1
10658	idioms	1
10659	specialties	1
10660	overjoyed	4
10661	decode	3
10662	solitary	2
10663	confinement	1
10664	stick-in-the-mud	1
10665	mourning	1
10666	nelson	1
10667	mandela	1
10668	mutually	1
10669	fiction	7
10670	tetanus	2
10671	loop	3
10672	retaliated	3
10673	peasantry	1
10674	revolted	3
10675	wielding	1
10676	pitchforks	1
10677	warped	1
10678	occupies	1
10679	acoustics	1
10680	audience'	1
10681	enjoyment	3
10682	darts	1
10683	ebay	4
10684	rain'	1
10685	automobile	6
10686	indefinitely	2
10687	ninth	1
10688	rheumatoid	1
10689	814	1
10690	rounded	2
10691	rises	4
10692	bogus	2
10693	echoed	3
10694	canyon	2
10695	views	3
10696	setting	2
10697	reupholstered	1
10698	pedestrian	3
10699	diplomat	9
10700	softy	2
10701	negotiator	2
10702	bugs	2
10703	wither	1
10704	concede	2
10705	elope	1
10706	notion	2
10707	hen	1
10708	three-year	3
10709	sausage	1
10710	ordering	5
10711	returning	5
10712	internationally	1
10713	flirted	1
10714	disc	1
10715	quarterly	1
10716	annual	5
10717	contradiction	2
10718	ensemble	1
10719	miscalculation	1
10720	morning'	2
10721	squabbling	1
10722	traditional	8
10723	kunihiko	1
10724	deranged	6
10725	parade	2
10726	1689	1
10727	schoolchildren	2
10728	oath	6
10729	consisted	3
10730	boot	1
10731	officers	1
10732	encourages	1
10733	carrot	1
10734	tops	1
10735	eliminate	1
10736	dental	2
10737	kindergarten	2
10738	innate	1
10739	lawnmower	2
10740	fifty-fifty	2
10741	1980	5
10742	blouse	7
10743	mormons	1
10744	outlawed	1
10745	polygamy	1
10746	adherents	1
10747	thirty-six	1
10748	blushes	1
10749	300-acre	1
10750	shuteye	1
10751	motel	4
10752	streamers	1
10753	hostel	2
10754	restaurants	13
10755	sterling	2
10756	decks	1
10757	fingerprint	1
10758	reference	3
10759	squinted	3
10760	hotter	3
10761	drier	1
10762	crown	5
10763	folks	8
10764	whodunit	1
10765	reindeer	3
10766	handful	5
10767	hoofbeats	2
10768	hazel	1
10769	whistle-blower	1
10770	peasant	1
10771	spitting	2
10772	contacted	6
10773	curly	4
10774	tourism	2
10775	generated	1
10776	settlers	2
10777	indians'	1
10778	jeopardize	2
10779	slant	1
10780	honors	3
10781	strings	5
10782	aired	1
10783	injected	1
10784	vein	2
10785	repairs	7
10786	carved	3
10787	dots	1
10788	braille	3
10789	wig	9
10790	invoice	4
10791	wavering	1
10792	shorthand	1
10793	processed	1
10794	juggling	3
10795	indication	3
10796	buttermilk	1
10797	fleece	2
10798	foodbank	1
10799	colonize	1
10800	mountainous	1
10801	astonishing	3
10802	chains	2
10803	categories	3
10804	qualms	2
10805	optical	4
10806	illusion	4
10807	marconi	1
10808	stepping	3
10809	liberties	1
10810	verdict	3
10811	bands	1
10812	subtitles	2
10813	demonstrate	3
10814	advocated	1
10815	unattractive	4
10816	brewed	2
10817	bridesmaid	3
10818	charmer	1
10819	retract	1
10820	jiffy	2
10821	marveled	1
10822	eloquence	1
10823	compulsory	1
10824	ghostwriter	1
10825	volumes	3
10826	upbringing	1
10827	joe	1
10828	think'	1
10829	greed	2
10830	dolphin	9
10831	obstacles	2
10832	skates	2
10833	quibble	2
10834	cusses	1
10835	dvd	3
10836	remodelling	1
10837	terminator	1
10838	unbelievably	4
10839	1492	2
10840	analyzed	1
10841	committee'	2
10842	cucumber	1
10843	extortion	1
10844	qualifications	2
10845	contrary	4
10846	companions	1
10847	quarters	5
10848	untying	1
10849	stabilized	1
10850	ukrainian	1
10851	rudolf	1
10852	hacker	1
10853	dedicate	4
10854	danube	1
10855	anatomy	1
10856	anthropology	1
10857	ethnology	1
10858	graduation	3
10859	waikiki	1
10860	carp	6
10861	suburb	1
10862	bitterness	1
10863	reviewed	2
10864	antibiotics	2
10865	thoughtful	7
10866	awakened	2
10867	exile	2
10868	elba	4
10869	imperfections	1
10870	bowed	14
10871	day-dreaming	2
10872	statesman	1
10873	cranky	3
10874	redecorated	1
10875	comma	3
10876	alter	5
10877	wary	2
10878	president'	5
10879	lobby	7
10880	crusader	1
10881	pudding	5
10882	ex-husband	1
10883	clockwise	1
10884	revised	2
10885	voluntarily	4
10886	blunt	1
10887	ukraine	2
10888	kyiv	1
10889	methods	6
10890	slimming	1
10891	birthrate	2
10892	silky	1
10893	seatbelts	2
10894	adjustable	1
10895	spin-offs	1
10896	waiver	1
10897	sharpener	1
10898	avoidable	3
10899	accounted	1
10900	unsaid	2
10901	framework	1
10902	satellite	2
10903	draft	5
10904	pal	2
10905	partied	3
10906	cartoon	1
10907	impatience	1
10908	winks	1
10909	pointless	6
10910	tailor	3
10911	ripped	8
10912	bead	1
10913	forming	1
10914	backgrounds	1
10915	clunker	1
10916	agony	2
10917	satellites	1
10918	supermarkets	1
10919	overpackaged	1
10920	trounces	1
10921	scrabble	1
10922	full-time	3
10923	bookshop	2
10924	serves	5
10925	frugal	2
10926	libraries	3
10927	specimen	1
10928	hitchhiking	2
10929	jars	2
10930	broker	1
10931	ceasefire	2
10932	warring	1
10933	foul	2
10934	override	1
10935	dismiss	2
10936	impatiently	2
10937	extinguisher	1
10938	freemasons	2
10939	eggplant	1
10940	unofficially	1
10941	mercury	3
10942	miller	2
10943	1936	1
10944	gentleman'	1
10945	28	3
10946	1998	1
10947	profanity	1
10948	ripeness	2
10949	detests	2
10950	curled	3
10951	filling	5
10952	reincarnation	2
10953	sweated	3
10954	mince	5
10955	harassing	4
10956	correlation	1
10957	obstinate	6
10958	chin	5
10959	reports	4
10960	mongrel	1
10961	barometer	1
10962	jackson'	4
10963	humming	6
10964	salvation	2
10965	visually	1
10966	impaired	1
10967	frazzled	4
10968	waist	6
10969	brag	1
10970	scraggly	1
10971	somersaults	2
10972	choking	2
10973	curling	2
10974	urging	1
10975	gal	2
10976	albania	1
10977	lawsuit	2
10978	amputation	1
10979	entails	1
10980	repeatedly	3
10981	high-tech	1
10982	exploded	8
10983	sawako	1
10984	rainfall	2
10985	douglas	1
10986	recreational	1
10987	legends	1
10988	cheat	13
10989	originally	5
10990	hem	1
10991	protects	1
10992	1814	3
10993	classifying	2
10994	dialect	2
10995	four-minute	1
10996	unworthy	2
10997	hungary	1
10998	budapest	1
10999	paycheck	6
11000	gummy	1
11001	reinstated	1
11002	1955	1
11003	snag	3
11004	grammatically	4
11005	proceeds	2
11006	heist	2
11007	twinkling	2
11008	stingiest	1
11009	buddhist	4
11010	meditation	3
11011	scrawny	1
11012	wheelbarrow	1
11013	affections	1
11014	beforehand	4
11015	pepsi	1
11016	swollen	7
11017	catnip	5
11018	crunching	4
11019	burma	2
11020	shifted	3
11021	blue-green	1
11022	rockets	1
11023	jasmine	1
11024	plan'	1
11025	downstream	2
11026	shoreline	1
11027	deadly	2
11028	creek	2
11029	renovator'	1
11030	parlance	1
11031	brand-name	1
11032	undergo	6
11033	pedestrians	1
11034	scotsman	1
11035	thrilled	13
11036	40th	1
11037	egypt	4
11038	tsunamis	1
11039	agency	5
11040	editor-in-chief	1
11041	souvenirs	4
11042	chamber-music	1
11043	linux	3
11044	civilized	1
11045	whitened	1
11046	fools	5
11047	ninety-two	1
11048	existing	2
11049	legislation	2
11050	diversity	2
11051	lodging	1
11052	camped	4
11053	dunno	2
11054	shocking	3
11055	emphasize	3
11056	insured	2
11057	misconstrue	1
11058	saddles	1
11059	low-priced	1
11060	sweetest	2
11061	oppression	1
11062	dusty	3
11063	analog	1
11064	passover	1
11065	outwitted	2
11066	t-shirts	2
11067	gambles	1
11068	heroine	1
11069	room'	2
11070	inherently	3
11071	bombay	1
11072	adopting	1
11073	calorie	1
11074	rental	5
11075	excelled	1
11076	penniless	1
11077	tangled	1
11078	mama	2
11079	locate	2
11080	hideaway	1
11081	seawater	2
11082	resuscitated	2
11083	bishop	1
11084	paramedics	6
11085	bad-mannered	1
11086	brighten	1
11087	honored	5
11088	clichés	2
11089	survives	1
11090	adhered	1
11091	second-to-the-last	1
11092	cheeseburgers	3
11093	endangering	1
11094	welfare	5
11095	hibernate	5
11096	snowball	1
11097	avalanche	1
11098	seoul	1
11099	compromised	4
11100	mysteries	5
11101	coached	1
11102	overemotional	3
11103	swarms	1
11104	density	1
11105	fowls	1
11106	companionship	1
11107	instantly	9
11108	nervousness	1
11109	cantankerous	2
11110	crowds	3
11111	resolved	4
11112	disbelief	2
11113	transplants	1
11114	unwise	2
11115	digesting	1
11116	muammar	1
11117	kaddafi	1
11118	daydream	1
11119	wholesale	1
11120	tinted	2
11121	detour	1
11122	lining	4
11123	saluted	2
11124	indonesia	2
11125	table'	1
11126	advances	4
11127	caucasian	1
11128	obstacle	3
11129	1988	1
11130	colombian	1
11131	itunes	1
11132	decade	1
11133	8th	1
11134	mount	1
11135	st	3
11136	helens	1
11137	erupted	2
11138	economist	1
11139	remedy	3
11140	perspiration	1
11141	friction	1
11142	diagonally	5
11143	glimmer	1
11144	buffalo	2
11145	rooted	1
11146	addiction	3
11147	455	1
11148	pregnancy	2
11149	elusive	2
11150	13-year	1
11151	trench	1
11152	planting	6
11153	toured	2
11154	willingness	1
11155	coffin	1
11156	hearse	1
11157	competitor	1
11158	superman	1
11159	ireland	3
11160	viable	2
11161	print	5
11162	mopped	3
11163	resource	2
11164	prairie	1
11165	accelerate	1
11166	sympathies	3
11167	shift	9
11168	emphasis	3
11169	soil	7
11170	mustang	1
11171	chanced	1
11172	awkwardly	3
11173	retrieving	2
11174	barbecues	1
11175	tasks	2
11176	series	5
